""	"RCC3-1_None_Tumor"	"RCC3-10_None_Stroma"	"RCC3-11_None_Tumor"	"RCC3-12_None_Stroma"	"RCC3-13_None_Tumor"	"RCC3-14_None_Stroma"	"RCC3-15_None_Tumor"	"RCC3-16_None_Stroma"	"RCC3-17_None_Tumor"	"RCC3-18_None_Stroma"	"RCC3-19_None_Tumor"	"RCC3-2_None_Stroma"	"RCC3-20_None_Stroma"	"RCC3-21_None_Tumor"	"RCC3-22_None_Stroma"	"RCC3-3_None_Tumor"	"RCC3-4_None_Stroma"	"RCC3-5_None_Tumor"	"RCC3-6_None_Stroma"	"RCC3-7_None_Tumor"	"RCC3-8_None_Stroma"	"RCC3-9_None_Tumor"	"RCC4-1_Ipi + Nivo_Tumor"	"RCC4-10_None_Stroma"	"RCC4-11_None_Tumor"	"RCC4-12_None_Tumor"	"RCC4-13_None_Tumor"	"RCC4-14_None_Tumor"	"RCC4-15_None_Tumor"	"RCC4-16_None_Stroma"	"RCC4-17_Pembrolizumab and Axitnib_Stroma"	"RCC4-18_Pembrolizumab and Axitnib_Stroma"	"RCC4-19_Pembrolizumab and Axitnib_Tumor"	"RCC4-2_Ipi + Nivo_Stroma"	"RCC4-20_Pembrolizumab and Axitnib_Stroma"	"RCC4-21_Pembrolizumab and Axitnib_Tumor"	"RCC4-22_Pembrolizumab and Axitnib_Tumor"	"RCC4-3_Ipi + Nivo_Tumor"	"RCC4-4_Ipi + Nivo_Stroma"	"RCC4-5_Pembrolizumab and Axitnib_Tumor"	"RCC4-6_Pembrolizumab and Axitnib_Stroma"	"RCC4-7_Pembrolizumab and Axitnib_Tumor"	"RCC4-8_Pembrolizumab and Axitnib_Stroma"	"RCC4-9_None_Tumor"	"RCC5-1_Pembrolizumab and Axitnib_Tumor"	"RCC5-10_None_Stroma"	"RCC5-11_None_Tumor"	"RCC5-12_None_Stroma"	"RCC5-14_None_Stroma"	"RCC5-15_None_Tumor"	"RCC5-16_None_Stroma"	"RCC5-19_Pembrolizumab and Axitnib_Tumor"	"RCC5-2_Pembrolizumab and Axitnib_Stroma"	"RCC5-20_Pembrolizumab and Axitnib_Stroma"	"RCC5-21_None_Tumor"	"RCC5-23_None_Tumor"	"RCC5-4_None_Stroma"	"RCC5-5_None_Tumor"	"RCC5-6_None_Stroma"	"RCC5-7_None_Tumor"	"RCC5-8_None_Stroma"	"RCC5-9_None_Tumor"
"APOB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.33447218499518	0	3.26654844895125	0	0	0	0	0	1.9140282541557	0	0	0	0	2.40245316583027	0	0	0	0	0	0	0	0	0	0	1.90350832836144	1.13985095163261	0	1.60752067267123	0	0	0	0	0	0	0	0	0	0	2.0421170844929	0	0	0	0	0	0	0	0	0
"APOD"	0	0	0	0	1.45339535345086	0	0	0	0	0	0	0	0	0	0	1.79719676565528	0	1.61748624561693	0	1.93755687852634	0	4.4768426212386	0	0	0	0	0	3.0492968559597	0	0	0	0	0	1.00477839626975	1.55098020908326	1.2565256720442	0	0	0	0	0.666043950614367	0	1.09080698379488	0	0	0	0	2.03283462619696	0	0	0	0	0	0	2.11424399841647	0.680877087968131	0	0	0	0	0	0
"APP"	2.56809357792768	0	0	0	2.38258241729151	0	2.14493407592794	3.61247594983294	3.83403700481132	0	2.78059366209879	0	0	2.62496545469943	2.70711736521367	1.79719676565528	0	3.37700127878707	0	1.93755687852634	1.67881431977764	0	2.90914119708542	4.08132961786659	0	0	0	0	0	3.78149616103	0	2.08841810464014	0	1.49573242484409	2.13205549835436	2.40268171581532	0	3.50429727953181	2.72611798288084	1.99862553558427	2.58812336417588	1.60752067267123	1.09080698379488	0	0	2.57199359828721	2.49718693891809	3.04008882372175	0	0	0	0	0	0	3.12894952361439	2.17530589162857	0	0	3.93182563272433	3.02660503633725	0	2.09214460593609
"AQP3"	0	0	0	0	0	3.15580439182443	0	0	0	0	0	0	0	0	2.33447218499518	1.79719676565528	0	0	0	1.93755687852634	0	0	2.53057238575865	0	0	0	0	3.0492968559597	0	2.89881703274323	3.00355599440811	0	0	1.82356587594211	1.55098020908326	0	0	0	1.90350832836144	0	0.666043950614367	1.60752067267123	0	0	0	0	0	0	0	3.4035202630783	0	0	2.0421170844929	0	0	0.680877087968131	0	0	0	1.77609937832505	2.54127961337563	1.51537695203021
"AR"	2.56809357792768	0	0	2.58777328339773	0	0	0	0	3.83403700481132	0	0	0	0	0	0	2.40382540604214	0	0	0	0	1.67881431977764	0	0	0	0	0	0	2.40245316583027	0	0	2.35882780460746	0	0	1.00477839626975	1.55098020908326	1.2565256720442	2.71366819340643	0	1.34929213876356	1.65872409078554	0.666043950614367	1.60752067267123	0	0	0	2.57199359828721	0	0	0	0	0	0	0	0	2.11424399841647	0	0	2.87246613470874	0	0	0	1.51537695203021
"AREG"	0	0	0	0	1.45339535345086	0	0	3.22041310418709	0	2.32985368712411	0	0	1.80777059747919	0	2.97797650106947	0	2.6108298331905	1.61748624561693	0	2.55595062817341	2.27402056526025	0	0	0	0	0	0	2.40245316583027	0	2.89881703274323	0	0	0	1.00477839626975	1.55098020908326	0	0	0	1.34929213876356	0	1.06230891241267	2.19509408385393	1.60006420913208	0	0	0	0	0	0	0	0	0	0	1.6935081435172	0	0.680877087968131	0	0	0	1.77609937832505	0	2.45559876303423
"ARF1"	2.56809357792768	0	0	2.58777328339773	1.45339535345086	0	3.1622815318928	3.61247594983294	3.1622815318928	0	0	0	0	2.62496545469943	0	0	0	2.20616318433703	3.20213266357272	2.55595062817341	0	0	2.90914119708542	0	4.37102888046434	0	0	0	0	0	0	2.08841810464014	0	2.26763226774709	2.13205549835436	1.2565256720442	1.73955974323463	0	2.25801524284491	2.25184001049852	2.25325763353716	2.56273683120711	1.09080698379488	0	2.17964170677835	0	2.49718693891809	0	0	0	0	2.51059203726549	0	3.31894406550456	2.11424399841647	2.28038936060226	0	3.53692610817088	3.25809653802148	0	0	2.72159442620997
"ARG1"	0	0	0	0	0	0	0	0	0	2.97312237002494	0	0	0	0	0	1.79719676565528	1.98858234946178	0	0	0	1.67881431977764	0	0	0	0	0	0	0	0	0	0	0	0	1.49573242484409	1.55098020908326	0	0	0	0	1.65872409078554	0.666043950614367	1.60752067267123	1.09080698379488	0	0	0	0	0	0	0	0	0	2.0421170844929	0	0	0	0	0	0	0	0	0
"ARHGDIB"	3.61423180966485	2.30673559971927	0	3.24260196091044	3.77526310763236	3.15580439182443	3.1622815318928	0	0	2.97312237002494	3.44224930436112	3.95163610626549	3.2765483210655	4.0339648776845	3.36633081181749	3.44029872207067	2.99149886123521	2.57423016653601	4.77848907596099	2.93520234422378	3.12658462302919	0	2.90914119708542	0	0	0	0	0	0	0	3.88962851641128	3.59348794144066	3.39234606353145	3.29470767633448	3.29630470870764	3.51665253980691	3.96353693275146	4.18229635709524	3.56264570305562	2.76531964901201	3.24296571410073	3.04223959230787	3.88033016256986	0	4.37489341047837	3.22620080581533	3.1483050249213	3.31574116806711	0	0	0	2.51059203726549	3.05025475493917	3.31894406550456	3.95092151978198	2.92106129115738	3.55904672250949	3.25889816697435	0	3.02660503633725	1.92394980709506	2.72159442620997
"ARTN"	0	0	0	1.96712095815354	0	0	2.77776009383232	0	0	0	0	0	0	0	0	0	0	0	3.20213266357272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.65872409078554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.11424399841647	0	0	0	0	0	1.92394980709506	0
"ATF3"	0	2.30673559971927	0	0	1.45339535345086	0	0	0	0	2.32985368712411	0	0	1.80777059747919	2.62496545469943	0	1.79719676565528	0	0	0	1.93755687852634	1.67881431977764	0	2.53057238575865	0	0	0	2.53270310735032	0	0	0	0	0	0	1.00477839626975	0	0	0	0	0	0	1.34535897477901	0	0	0	0	0	2.49718693891809	2.03283462619696	0	0	0	0	0	0	2.11424399841647	0	0	0	0	0	2.54127961337563	0
"ATG10"	1.94883010990704	2.30673559971927	0	1.96712095815354	0	0	0	0	0	0	0	0	1.80777059747919	0	2.33447218499518	1.79719676565528	0	2.20616318433703	0	1.93755687852634	0	0	0	0	0	0	0	0	0	0	0	0	0	2.07004853471723	1.55098020908326	0	1.73955974323463	0	2.25801524284491	0	1.06230891241267	1.60752067267123	1.09080698379488	0	2.17964170677835	0	0	0	0	0	0	2.51059203726549	0	1.6935081435172	0	1.36783229828016	0	0	0	0	1.92394980709506	0
"ATG12"	0	0	3.48878178667972	0	2.02223974671501	0	2.14493407592794	0	3.1622815318928	2.32985368712411	0	3.95163610626549	2.41534932603235	1.66165694123613	2.33447218499518	0	0	1.61748624561693	0	0	0	0	0	3.4049264704207	0	0	0	0	3.64217354759646	0	0	0	0	0	0	1.2565256720442	0	0	1.90350832836144	1.65872409078554	2.51432453598311	0	1.60006420913208	0	2.17964170677835	0	0	0	0	0	0	0	2.0421170844929	2.29021416953387	2.74513031640784	1.77122486678635	0	0	0	0	2.92013871803569	2.45559876303423
"ATG5"	0	0	0	2.58777328339773	1.45339535345086	0	0	0	0	2.32985368712411	2.78059366209879	2.89074961544836	0	0	0	2.40382540604214	0	1.61748624561693	3.20213266357272	1.93755687852634	1.67881431977764	0	1.9140282541557	0	0	0	2.53270310735032	0	0	0	0	2.7176223462617	0	1.00477839626975	1.55098020908326	2.14471215529002	0	0	0	1.99862553558427	0	1.60752067267123	1.60006420913208	3.50429727953181	0	2.57199359828721	0	2.03283462619696	0	0	0	0	2.0421170844929	0	2.11424399841647	2.17530589162857	0	2.23433661255518	3.25809653802148	0	2.54127961337563	0
"ATM"	2.94766580891986	0	3.48878178667972	2.96785655597551	0	0	0	3.22041310418709	0	2.97312237002494	0	0	0	2.25508091337169	1.73377801007416	0	0	0	3.20213266357272	0	1.67881431977764	0	1.9140282541557	3.4049264704207	3.97186300578416	0	0	0	0	3.78149616103	3.00355599440811	2.08841810464014	3.39234606353145	2.07004853471723	0	0	2.34081217434162	0	2.25801524284491	2.62160696532061	2.14852117387686	0	0	0	2.17964170677835	0	2.49718693891809	0	0	0	0	2.51059203726549	2.0421170844929	1.6935081435172	2.11424399841647	1.36783229828016	0	0	0	0	0	3.25261827297849
"ATR"	1.94883010990704	3.61540419314867	0	0	1.45339535345086	0	0	0	4.51631424581798	0	0	0	0	2.89437095865443	2.33447218499518	0	0	1.61748624561693	0	0	0	0	2.53057238575865	0	0	0	2.53270310735032	0	0	2.89881703274323	0	2.7176223462617	0	0	2.76407525344037	1.7961479158672	2.34081217434162	0	1.90350832836144	1.99862553558427	2.03151766095751	1.60752067267123	1.93586352124371	0	0	0	1.88314316394171	0	0	0	0	0	0	1.6935081435172	2.11424399841647	2.28038936060226	0	0	0	0	0	2.09214460593609
"AXL"	1.94883010990704	0	0	1.96712095815354	0	3.15580439182443	0	2.56642755433085	0	0	0	3.55573671287402	1.80777059747919	2.25508091337169	1.73377801007416	0	0	0	0	0	0	0	1.9140282541557	0	0	0	2.53270310735032	0	0	3.96001239165626	3.39234606353145	2.08841810464014	0	2.69802784549466	2.13205549835436	2.40268171581532	2.71366819340643	0	1.90350832836144	1.13985095163261	1.06230891241267	2.56273683120711	1.60006420913208	0	2.17964170677835	0	2.49718693891809	2.65825754389449	0	0	0	2.51059203726549	0	1.6935081435172	0	2.61614883881839	0	0	0	1.77609937832505	0	1.51537695203021
"AZGP1"	1.94883010990704	0	0	0	0	0	0	0	0	0	0	0	2.41534932603235	0	0	1.79719676565528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00477839626975	1.55098020908326	0	0	0	0	1.13985095163261	1.06230891241267	0	1.09080698379488	0	0	0	0	0	0	0	0	0	2.0421170844929	0	0	0.680877087968131	0	0	0	0	0	0
"AZU1"	3.89515670108292	2.30673559971927	4.85190624829349	2.96785655597551	3.61236963859384	3.8274193506325	4.11629887686198	2.56642755433085	4.23226863076191	4.3203041817972	2.78059366209879	4.45474272510124	4.58333307462986	3.28121923685103	4.68422262405517	3.44029872207067	4.4916921831025	3.81649057870658	4.77848907596099	1.93755687852634	4.0547296999114	5.38628842782089	1.9140282541557	4.08132961786659	3.97186300578416	6.71481281360684	0	3.0492968559597	0	0	3.00355599440811	2.7176223462617	3.39234606353145	1.49573242484409	2.76407525344037	2.92275073770136	2.71366819340643	0	2.51921015701852	2.45371794956806	2.51432453598311	2.19509408385393	3.20761679063554	0	0	3.61834151330473	1.88314316394171	2.65825754389449	0	4.07989964972856	5.05010443593936	0	0	2.66134840072109	4.19795190321967	2.74945739021636	4.2378586689599	4.33155605606251	3.25809653802148	3.24000528612984	4.34410916549639	4.05730329054175
"B2M"	6.19166293467354	5.09833259210733	5.76349787528867	6.02357862684837	6.45138545698504	6.40974974725676	5.80761693961292	5.85666861903167	4.51631424581798	5.45065617534214	5.85495053930426	4.45474272510124	5.18955885408196	6.05866337891187	5.96086715210259	5.88143368924864	5.42928478774169	5.27268870994452	5.46742304626609	5.61430059318021	5.81906828783618	4.87851077885031	5.66994071788402	5.62605432714212	4.87678639075308	5.46507729030307	5.44996367152853	5.30829257395133	5.56537463365918	5.2453344628533	5.20944427854804	6.24855707943042	6.13289925255311	6.3375412841622	6.52906941044671	5.53069585225347	6.0705642317268	6.61060920901086	5.77944837239834	6.1272075710515	6.17168676505902	6.26859584411029	6.1085924298049	4.58266067257266	5.06172595357565	5.49239442488819	5.69180843267166	5.58510404821065	4.52983351292491	5.77071638038196	5.7400421395756	5.92506607712629	5.73501551634501	6.38236411155386	5.85964431057561	6.07343784777312	4.92376042656012	5.6509780087355	4.33073334028633	6.23696475517796	6.04513002564059	5.46117998697732
"B3GNT7"	2.56809357792768	0	4.16654216959619	1.96712095815354	1.45339535345086	3.8274193506325	0	0	0	2.32985368712411	0	0	0	0	1.73377801007416	0	0	0	0	0	0	4.4768426212386	0	0	4.37102888046434	0	0	0	0	2.89881703274323	0	0	0	1.00477839626975	0	0	1.73955974323463	0	0	1.65872409078554	1.56571298628611	1.60752067267123	0	0	2.17964170677835	0	0	0	0	0	0	0	0	1.6935081435172	0	0.680877087968131	0	0	0	0	0	0
"BAG3"	0	0	0	0	1.45339535345086	0	0	0	0	2.32985368712411	0	0	0	2.62496545469943	0	0	0	1.61748624561693	0	2.93520234422378	1.67881431977764	0	0	3.4049264704207	0	0	0	0	0	0	2.35882780460746	0	0	1.00477839626975	0	0	1.73955974323463	0	1.34929213876356	1.13985095163261	1.06230891241267	0	1.09080698379488	0	2.81458649584905	0	0	2.03283462619696	0	0	0	0	0	2.29021416953387	0	1.77122486678635	0	0	0	0	0	0
"BATF3"	2.56809357792768	0	0	0	0	0	2.14493407592794	0	0	0	2.78059366209879	0	1.80777059747919	0	0	0	1.98858234946178	0	0	0	0	0	1.9140282541557	0	0	0	0	0	0	0	0	0	0	1.82356587594211	2.13205549835436	0	1.73955974323463	0	1.90350832836144	1.65872409078554	0	2.19509408385393	1.60006420913208	0	2.17964170677835	3.22620080581533	0	2.65825754389449	0	0	0	2.51059203726549	0	0	0	1.08221847889243	0	0	0	0	0	0
"BAX"	0	0	0	2.96785655597551	1.45339535345086	0	2.77776009383232	0	3.83403700481132	0	0	0	1.80777059747919	3.28121923685103	2.70711736521367	2.40382540604214	0	0	0	0	2.27402056526025	0	3.57464862789612	3.4049264704207	0	0	0	0	0	0	2.35882780460746	2.08841810464014	3.39234606353145	2.57407021823096	2.49718693891809	2.40268171581532	2.34081217434162	0	3.17126281513977	1.99862553558427	2.25325763353716	0	1.93586352124371	0	2.17964170677835	3.61834151330473	2.87482982910208	2.03283462619696	0	0	0	0	2.66818720706047	2.66134840072109	0	2.37547280874254	0	0	3.25809653802148	0	0	1.51537695203021
"BCL2"	2.56809357792768	0	0	0	0	0	0	0	0	2.97312237002494	2.78059366209879	2.89074961544836	0	2.62496545469943	0	2.40382540604214	0	2.20616318433703	0	0	0	0	1.9140282541557	0	0	0	0	0	0	3.78149616103	3.67158517253952	2.08841810464014	0	1.00477839626975	1.55098020908326	2.14471215529002	1.73955974323463	0	1.90350832836144	1.13985095163261	1.56571298628611	0	1.93586352124371	0	3.19987287774259	0	0	0	0	0	0	2.51059203726549	0	2.29021416953387	0	1.08221847889243	0	0	0	0	1.92394980709506	2.09214460593609
"BCL2L1"	0	2.94880745714876	3.48878178667972	1.96712095815354	2.38258241729151	0	2.14493407592794	0	0	0	0	0	3.2765483210655	2.62496545469943	1.73377801007416	1.79719676565528	0	2.20616318433703	0	1.93755687852634	1.67881431977764	0	2.90914119708542	0	0	0	2.53270310735032	2.40245316583027	0	0	0	0	4.46828341668349	3.15729506742939	1.55098020908326	3.16204082161145	2.34081217434162	4.58266067257266	2.89746740466182	2.89095041719418	2.14852117387686	2.19509408385393	2.55412571518998	0	2.17964170677835	2.57199359828721	2.49718693891809	3.04008882372175	0	0	0	3.1622815318928	0	2.66134840072109	2.11424399841647	2.17530589162857	0	3.75423212455935	3.25809653802148	2.75495376347876	2.54127961337563	3.10489237979825
"BECN1"	2.56809357792768	2.30673559971927	0	0	1.45339535345086	0	2.14493407592794	0	0	0	2.78059366209879	0	0	2.25508091337169	1.73377801007416	0	1.98858234946178	2.20616318433703	0	1.93755687852634	2.27402056526025	0	1.9140282541557	0	0	0	0	2.40245316583027	0	0	0	0	0	2.57407021823096	0	1.7961479158672	2.34081217434162	0	2.72611798288084	1.13985095163261	2.03151766095751	1.60752067267123	1.60006420913208	0	2.17964170677835	2.57199359828721	2.49718693891809	0	0	0	0	0	2.0421170844929	1.6935081435172	2.74513031640784	1.36783229828016	0	0	3.25809653802148	1.77609937832505	2.54127961337563	0
"BEST1"	2.56809357792768	0	0	0	1.45339535345086	0	2.14493407592794	0	0	0	0	0	1.80777059747919	1.66165694123613	0	0	0	1.61748624561693	0	0	0	0	0	0	4.65554639331316	0	0	2.40245316583027	0	0	3.00355599440811	0	0	1.82356587594211	1.55098020908326	0	0	0	1.90350832836144	1.65872409078554	1.06230891241267	2.19509408385393	0	0	0	0	2.49718693891809	0	0	0	0	0	2.0421170844929	0	2.11424399841647	1.08221847889243	0	0	0	3.02660503633725	0	2.93149673681504
"BGN"	3.22214560875419	0	3.48878178667972	2.96785655597551	2.38258241729151	3.15580439182443	0	0	0	0	0	5.037350085029	2.41534932603235	2.89437095865443	1.73377801007416	3.5898595835887	3.48203519463206	3.22852608070036	3.87473250368936	0	3.45044411946202	0	3.72478766162866	0	0	0	2.53270310735032	2.40245316583027	4.03886852858167	3.56403358500851	3.00355599440811	2.08841810464014	0	2.07004853471723	2.13205549835436	3.04953623614331	4.04896407146166	0	3.17126281513977	3.00254507571363	3.20530569915398	3.49418316149499	3.48513415043338	0	0	3.61834151330473	3.68935314346618	0	0	4.07989964972856	5.05010443593936	2.51059203726549	3.32602950046502	2.29021416953387	3.6221146158324	2.17530589162857	0	2.23433661255518	4.33073334028633	0	2.54127961337563	4.53613672926199
"BID"	1.94883010990704	0	0	2.58777328339773	1.45339535345086	0	2.14493407592794	2.56642755433085	0	0	0	0	2.79058333601975	2.62496545469943	2.97797650106947	1.79719676565528	2.6108298331905	2.84267527153734	4.27325359437614	1.93755687852634	1.67881431977764	0	0	0	3.97186300578416	0	0	0	0	0	2.35882780460746	0	3.39234606353145	2.432543628565	1.55098020908326	1.7961479158672	2.34081217434162	0	2.51921015701852	1.65872409078554	1.74617051740075	2.56273683120711	1.60006420913208	4.18229635709524	0	3.89929421120474	2.87482982910208	0	0	0	0	2.51059203726549	0	2.29021416953387	2.11424399841647	2.28038936060226	0	0	0	1.77609937832505	1.92394980709506	1.51537695203021
"BIRC5"	1.94883010990704	0	0	1.96712095815354	1.45339535345086	0	0	0	0	0	0	0	0	1.66165694123613	0	0	3.26654844895125	2.84267527153734	0	0	0	0	1.9140282541557	0	3.29737888635614	0	0	0	0	0	0	0	0	1.00477839626975	2.13205549835436	2.14471215529002	2.71366819340643	0	1.34929213876356	0	0	0	0	4.58266067257266	0	0	0	0	0	0	0	0	2.0421170844929	0	2.11424399841647	1.92478260262944	0	0	0	2.38079930126505	0	0
"BMP1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.33447218499518	0	1.98858234946178	2.84267527153734	3.20213266357272	0	0	0	0	0	0	0	0	0	0	0	2.35882780460746	2.08841810464014	0	1.00477839626975	0	1.2565256720442	0	0	0	1.99862553558427	1.74617051740075	0	0	0	0	2.57199359828721	0	0	0	0	0	2.51059203726549	0	0	0	1.58973284135477	0	0	0	0	0	0
"BMP2"	0	0	0	1.96712095815354	2.02223974671501	3.15580439182443	0	0	0	0	0	0	0	0	2.33447218499518	0	2.6108298331905	1.61748624561693	0	0	1.67881431977764	0	2.53057238575865	0	0	0	0	0	0	0	0	0	0	0	0	0	1.73955974323463	0	1.34929213876356	1.99862553558427	1.34535897477901	1.60752067267123	1.93586352124371	0	2.17964170677835	0	0	2.03283462619696	0	0	0	0	0	2.29021416953387	2.74513031640784	1.58973284135477	0	0	0	0	0	2.45559876303423
"BMP3"	0	0	0	1.96712095815354	1.45339535345086	0	0	2.56642755433085	0	0	0	0	0	0	2.33447218499518	0	1.98858234946178	0	0	0	0	0	0	0	0	0	0	2.40245316583027	0	2.89881703274323	0	0	0	1.49573242484409	0	0	1.73955974323463	0	0	1.13985095163261	1.56571298628611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08221847889243	0	2.87246613470874	0	1.77609937832505	0	0
"BMP4"	0	0	0	0	2.02223974671501	0	2.14493407592794	0	4.23226863076191	0	0	0	0	1.66165694123613	1.73377801007416	1.79719676565528	2.99149886123521	0	0	0	0	0	0	3.4049264704207	4.65554639331316	0	0	0	3.64217354759646	0	0	0	3.39234606353145	1.82356587594211	0	1.2565256720442	0	0	1.34929213876356	1.65872409078554	1.34535897477901	0	1.09080698379488	0	0	0	0	0	0	0	0	0	0	1.6935081435172	0	0.680877087968131	0	0	3.25809653802148	0	0	2.09214460593609
"BMP5"	0	0	0	0	1.45339535345086	0	0	0	0	0	0	0	0	0	0	0	3.26654844895125	2.20616318433703	0	0	0	0	0	0	3.29737888635614	0	0	0	0	2.89881703274323	2.35882780460746	0	0	0	0	1.2565256720442	1.73955974323463	0	0	0	0.666043950614367	0	1.09080698379488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.51537695203021
"BMP6"	0	0	0	0	2.02223974671501	4.22560277387643	0	2.56642755433085	0	0	0	0	1.80777059747919	2.25508091337169	0	1.79719676565528	0	1.61748624561693	0	0	0	0	0	0	0	0	0	2.40245316583027	0	0	0	3.37719642044345	0	1.49573242484409	0	1.2565256720442	0	0	0	0	0.666043950614367	0	0	0	0	0	1.88314316394171	0	0	0	0	0	2.0421170844929	2.29021416953387	0	0.680877087968131	0	0	0	1.77609937832505	0	1.51537695203021
"BMP7"	0	0	0	0	0	0	0	0	3.1622815318928	0	0	0	1.80777059747919	1.66165694123613	2.33447218499518	0	0	0	0	1.93755687852634	0	0	0	0	3.97186300578416	0	0	0	0	0	0	2.08841810464014	0	1.00477839626975	0	0	0	0	0	1.13985095163261	0.666043950614367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.36783229828016	0	0	0	1.77609937832505	0	0
"BMPR1A"	3.22214560875419	2.94880745714876	0	0	2.02223974671501	3.15580439182443	0	0	3.83403700481132	0	0	0	1.80777059747919	0	1.73377801007416	0	0	0	0	0	1.67881431977764	0	1.9140282541557	0	0	0	0	0	3.64217354759646	0	0	2.08841810464014	0	1.49573242484409	1.55098020908326	1.2565256720442	0	0	0	1.13985095163261	1.06230891241267	1.60752067267123	0	0	2.17964170677835	0	0	0	0	0	0	2.51059203726549	2.0421170844929	0	0	1.77122486678635	0	3.25889816697435	0	1.77609937832505	0	0
"BMPR2"	1.94883010990704	0	0	0	2.02223974671501	0	2.14493407592794	3.22041310418709	0	2.97312237002494	0	0	2.79058333601975	2.62496545469943	2.33447218499518	1.79719676565528	0	2.57423016653601	0	1.93755687852634	1.67881431977764	0	0	0	0	0	0	0	0	0	0	0	0	1.82356587594211	2.49718693891809	1.7961479158672	2.34081217434162	0	1.34929213876356	1.65872409078554	1.89898761979795	2.19509408385393	0	0	3.19987287774259	2.57199359828721	0	0	0	0	0	0	2.66818720706047	0	2.11424399841647	2.28038936060226	0	0	3.25809653802148	0	1.92394980709506	2.72159442620997
"BMX"	0	0	0	0	1.45339535345086	0	2.14493407592794	0	0	0	0	0	1.80777059747919	0	0	0	1.98858234946178	0	0	1.93755687852634	0	0	0	0	0	0	0	0	0	0	2.35882780460746	0	0	1.00477839626975	2.13205549835436	0	0	0	0	0	0.666043950614367	0	1.09080698379488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.51537695203021
"BRCA1"	0	0	3.48878178667972	0	2.02223974671501	0	0	0	0	0	0	0	1.80777059747919	0	0	0	0	0	0	0	0	0	1.9140282541557	0	0	0	3.18531784304645	2.40245316583027	0	3.56403358500851	3.39234606353145	0	0	1.00477839626975	0	1.2565256720442	0	0	0	0	1.56571298628611	1.60752067267123	0	0	0	0	0	2.03283462619696	0	0	0	2.51059203726549	0	0	0	1.58973284135477	0	0	3.25809653802148	0	0	0
"BST1"	1.94883010990704	0	0	1.96712095815354	2.02223974671501	3.8274193506325	0	0	0	0	3.44224930436112	0	1.80777059747919	2.89437095865443	2.33447218499518	0	0	2.57423016653601	0	2.55595062817341	1.67881431977764	0	2.53057238575865	0	0	0	3.57689864332982	2.40245316583027	0	0	0	2.7176223462617	3.39234606353145	1.82356587594211	2.13205549835436	2.14471215529002	1.73955974323463	4.18229635709524	1.34929213876356	1.65872409078554	1.56571298628611	2.56273683120711	1.93586352124371	0	0	2.57199359828721	1.88314316394171	2.65825754389449	0	0	0	0	2.0421170844929	0	0	2.17530589162857	3.55904672250949	0	0	0	1.92394980709506	1.51537695203021
"BST2"	3.22214560875419	2.30673559971927	0	1.96712095815354	2.38258241729151	0	2.14493407592794	0	0	0	0	2.89074961544836	2.41534932603235	2.25508091337169	2.70711736521367	3.26436772375654	0	2.57423016653601	0	1.93755687852634	2.64458443575225	0	1.9140282541557	0	3.97186300578416	0	0	0	0	0	0	3.37719642044345	0	2.57407021823096	1.55098020908326	3.16204082161145	1.73955974323463	0	1.34929213876356	2.25184001049852	2.03151766095751	1.60752067267123	2.38723650223465	0	0	2.57199359828721	1.88314316394171	2.65825754389449	0	3.4035202630783	0	0	2.0421170844929	2.29021416953387	2.11424399841647	2.6850228678309	3.55904672250949	2.23433661255518	0	2.75495376347876	2.54127961337563	2.09214460593609
"BTG1"	2.94766580891986	2.94880745714876	0	3.91602482754448	3.41767832420624	0	3.65603055463394	3.89338892588325	0	2.32985368712411	4.33915782294856	0	3.06280008569134	3.28121923685103	3.76022387090402	3.05073408299178	1.98858234946178	3.22852608070036	0	3.2095154566136	4.12759832105836	4.4768426212386	2.90914119708542	0	0	0	4.54009695258561	3.43883844297743	0	0	4.75309462640025	2.08841810464014	3.39234606353145	2.80830073007976	3.64181160746457	2.6075645505937	0	0	3.04370647749701	2.89095041719418	3.27925877610496	3.21657469566077	3.03335326180026	0	2.17964170677835	3.89929421120474	3.36282654880418	3.53159680111883	0	0	0	3.83403700481132	3.5419599993337	3.31894406550456	3.12894952361439	2.37547280874254	0	3.93264297347012	0	2.38079930126505	3.86668302288205	2.93149673681504
